Altium Designer Pick and Place Locations
D:\OneDrive\IRNAS-Common\_NEW-IRNAS-COMMON\SmartParks\SmartParks - Lion tracker\Electronics\LION\04_OUTPUT_FILES\Lion_Tracker_V1.2_PICK & PLACE\Lion_Tracker_V1.2_PICK & PLACE.csv

========================================================================================================================
File Design Information:

Date:       04/11/19
Time:       09:38
Revision:   Not in VersionControl
Variant:    BASIC
Units used: mm

"Designator","Footprint","Center-X(mm)","Center-Y(mm)","Ref-X(mm)","Ref-Y(mm)","Pad-X(mm)","Pad-Y(mm)","Layer","Rotation","Comment"
"TP2","TestPoint:1.2x1.2mm","34.8500","40.5300","34.8500","40.5300","34.8500","40.5300","TopLayer","90","TestPoint"
"A1","MPA-184","42.8347","51.9232","41.7347","50.8232","42.8347","51.9232","TopLayer","0","MPA-184 1594MHz"
"P1","BATTERY_18650_-_SMD_TAB","38.6150","46.9650","40.4500","46.9800","40.4500","11.8800","BottomLayer","180","BAT - 18650"
"C44","CAP0402","40.4300","22.5000","40.4300","22.5000","40.4300","22.0200","BottomLayer","90","100nF"
"C33","CAP0603","46.8350","53.9600","46.8350","53.9600","46.8350","54.7100","BottomLayer","270","4u7/16V"
"U1","S-LGA51","36.4600","56.9100","36.4600","56.9100","34.4600","54.9100","BottomLayer","360","Ublox ZOE-M8B"
"U14","PWSON-6","36.1000","85.7500","36.1000","85.7500","36.6000","85.0500","BottomLayer","180","BQ29700DSET"
"T6","SOT23-3AL","33.0000","83.0500","33.0000","83.0500","33.9700","84.0200","BottomLayer","180","SI2374DS-T1-GE3"
"T5","SOT23-3AL","33.0000","86.2500","33.0000","86.2500","33.9700","87.2200","BottomLayer","180","SI2374DS-T1-GE3"
"R36","RES0402","32.8000","88.3500","32.8000","88.3500","32.3000","88.3500","BottomLayer","360","2.2k"
"R35","RES0402","36.0000","89.3500","36.0000","89.3500","36.5000","89.3500","BottomLayer","180","330R"
"C45","CAP0402","36.0000","88.2500","36.0000","88.2500","35.5200","88.2500","BottomLayer","360","100nF"
"TAB3","WP-SMBU","36.3000","14.8500","36.4100","14.7000","36.3000","14.8500","TopLayer","0","WP-SMBU SMD"
"TAB1","WP-SMBU","47.5000","14.8500","47.3800","14.9200","47.5000","14.8500","TopLayer","0","WP-SMBU SMD"
"U13","SOT23-5","41.8300","46.2500","41.8300","46.2500","40.4800","45.3000","BottomLayer","90","MCP73812T-420I/OT"
"U12","TDFN-8","47.8197","39.1971","47.8197","39.1971","48.5697","37.7471","BottomLayer","180","MCP16311T-E/MNY"
"T4","SOT23-3AL","45.7900","32.0900","45.7900","32.0900","46.7600","33.0600","BottomLayer","180","DMG2302UK-7"
"R34","RES0402","41.5500","22.4900","41.5500","22.4900","41.5500","21.9900","BottomLayer","90","10k"
"R33","RES0402","41.5500","24.5100","41.5500","24.5100","41.5500","24.0100","BottomLayer","90","165k"
"R32","RES0402","48.6900","30.9500","48.6900","30.9500","49.1900","30.9500","BottomLayer","180","100k"
"R31","RES0402","48.6900","32.0500","48.6900","32.0500","49.1900","32.0500","BottomLayer","180","100R"
"R30","RES0402","42.0150","39.9011","42.0150","39.9011","41.5150","39.9011","BottomLayer","360","10k"
"R29","RES0402","43.1600","43.6100","43.1600","43.6100","43.1600","43.1100","BottomLayer","90","2k"
"R28","RES0402","42.4900","41.4900","42.4900","41.4900","42.4900","40.9900","BottomLayer","90","52.3k"
"R27","RES0402","43.7900","33.2900","43.7900","33.2900","43.7900","32.7900","BottomLayer","90","10k"
"L6","SRN5020TA","46.9300","45.3300","46.9300","45.3300","48.7300","45.3300","BottomLayer","180","SRN5020TA-220M"
"F1","FUSE0603","44.7600","27.5300","44.7600","27.5300","45.6600","27.5300","BottomLayer","180","750mA"
"D4","DO-214AC_(SMA)","43.8800","23.1000","43.8800","23.1000","43.8800","21.1350","BottomLayer","90","SMAJ28A"
"D3","MB1S","49.0500","24.2500","49.0500","24.2500","47.7800","27.5000","BottomLayer","0","MB1S"
"C43","CAP0402","46.3000","29.7500","46.3000","29.7500","46.7800","29.7500","BottomLayer","180","1uF"
"C42","CAP0603","43.9696","40.8871","43.9696","40.8871","43.9696","40.1371","BottomLayer","90","10uF"
"C41","CAP0603","45.5496","40.8671","45.5496","40.8671","45.5496","40.1171","BottomLayer","90","10uF"
"C40","CAP0402","41.9100","43.6300","41.9100","43.6300","41.9100","43.1500","BottomLayer","90","1uF"
"C39","CAP0402","49.9900","41.1900","49.9900","41.1900","49.9900","40.7100","BottomLayer","90","100nF"
"C32","CAP0805","45.2097","36.9171","45.2097","36.9171","45.2097","37.8671","BottomLayer","270","10uF /35V"
"C31","CAP0805","42.9796","36.9071","42.9796","36.9071","42.9796","37.8571","BottomLayer","270","10uF /35V"
"U4","Lora_Module_ES0","42.5505","66.1919","42.3303","66.4500","49.8362","65.1313","BottomLayer","135","CMWX1ZZABZ"
"X1","9HT11","37.7067","60.0000","37.7067","60.0000","38.4067","60.0000","BottomLayer","180","9HT11-32.768KEZC-T"
"U9","SOT23-3AL","38.1600","28.1800","38.1600","28.1800","37.1900","29.1500","BottomLayer","270","DRV5032FBDBZR"
"U8","VDFN_2x2","48.7850","54.0400","48.7850","54.0400","48.0350","55.0900","BottomLayer","360","MCP1810T"
"U7","WLP-6","34.8900","42.4900","34.8900","42.4900","35.0900","42.0900","BottomLayer","90","MAX38640AENT+"
"U6","DSBGA-6","33.5900","71.8500","33.5900","71.8500","33.9900","71.6500","BottomLayer","90","LMH2110TMX"
"U5","HHM22106C1","34.4800","69.8400","34.4800","69.8400","34.9800","70.3900","BottomLayer","270","HHM22106C1"
"U3","QFN-12","37.5520","75.2503","37.5520","75.2500","36.5900","74.7500","BottomLayer","90","PE64102"
"U2","uDFN-6","36.2600","53.6000","36.2600","53.6000","36.5600","54.1000","BottomLayer","270","MAX2659"
"T3","VMT6","34.5400","75.5300","34.5400","75.5300","34.0400","75.1000","BottomLayer","90","VT6M1T2CR"
"T2","VMT6","50.7501","33.6300","50.7501","33.6300","51.1801","33.1300","BottomLayer","180","VT6M1T2CR"
"T1","SOT-563","34.8300","61.2400","34.8300","61.2400","34.3300","61.9150","BottomLayer","360","NTZD3154NT1G"
"R25","RES0402","34.4700","44.0300","34.4700","44.0300","34.9700","44.0300","BottomLayer","180","768k"
"R24","RES0402","34.1500","40.9300","34.1500","40.9300","33.6500","40.9300","BottomLayer","360","1M"
"R23","RES0402","34.6400","39.3700","34.6400","39.3700","34.6400","38.8700","BottomLayer","90","100R"
"R22","RES0402","33.1200","76.0400","33.1200","76.0400","33.1200","76.5400","BottomLayer","270","100k"
"R21","RES0402","33.1200","74.0300","33.1200","74.0300","33.1200","73.5300","BottomLayer","90","100R"
"R20","RES0402","34.7000","74.0000","34.7000","74.0000","35.2000","74.0000","BottomLayer","180","100k"
"R19","RES0402","33.0200","69.3400","33.0200","69.3400","33.0200","69.8400","BottomLayer","270","50R"
"R18","RES0402","49.8200","71.7400","49.8200","71.7400","49.3200","71.7400","BottomLayer","360","10k"
"R17","RES0402","47.8800","71.7000","47.8800","71.7000","47.8800","72.2000","BottomLayer","270","10k"
"R16","RES0402","51.4500","31.7900","51.4500","31.7900","51.4500","31.2900","BottomLayer","90","100k"
"R15","RES0402","49.1401","35.8500","49.1401","35.8500","49.1401","36.3500","BottomLayer","270","390R"
"R14","RES0402","50.3500","31.7900","50.3500","31.7900","50.3500","31.2900","BottomLayer","90","100R"
"R13","RES0402","50.7401","35.3200","50.7401","35.3200","51.2401","35.3200","BottomLayer","180","100k"
"R12","RES0402","49.1401","33.6300","49.1401","33.6300","49.1401","34.1300","BottomLayer","270","220R"
"R11","RES0402","47.7700","73.8100","47.7700","73.8100","47.7700","73.3100","BottomLayer","90","10k"
"R10","RES0402","48.8900","73.8100","48.8900","73.8100","48.8900","73.3100","BottomLayer","90","10k"
"R9","RES0402","33.8400","26.9200","33.8400","26.9200","33.8400","27.4200","BottomLayer","270","100R"
"R8","RES0402","34.8200","62.8300","34.8200","62.8300","35.3200","62.8300","BottomLayer","180","100k"
"R7","RES0402","36.3200","61.7100","36.3200","61.7100","36.3200","62.2100","BottomLayer","270","100k"
"R6","RES0402","33.3400","60.7000","33.3400","60.7000","33.3400","60.2000","BottomLayer","90","100k"
"R5","RES0402","33.3400","63.2800","33.3400","63.2800","33.3400","63.7800","BottomLayer","270","100k"
"R4","RES0402","37.6500","47.3300","37.6500","47.3300","38.1500","47.3300","BottomLayer","180","100k"
"R3","RES0402","34.6200","53.8000","34.6200","53.8000","34.1200","53.8000","BottomLayer","360","100k"
"R2","RES0402","39.6000","57.4000","39.6000","57.4000","39.6000","56.9000","BottomLayer","90","100R"
"R1","RES0402","35.1500","50.6700","35.1500","50.6700","34.6500","50.6700","BottomLayer","360","0R"
"L5","IND2.3X1.7","38.3200","42.4900","38.3200","42.4900","38.3200","41.6900","BottomLayer","90","2.2uH"
"L3","IND0402","40.5350","77.5900","40.5350","77.5900","40.0650","77.5900","BottomLayer","360","4.7nH"
"L1","IND0402","37.0200","52.0000","37.0200","52.0000","36.5500","52.0000","BottomLayer","360","8.2nH"
"D2","LED0603","32.4000","27.2200","32.4000","27.2200","32.4000","28.0200","BottomLayer","270","LED RED"
"D1","SOD-923","40.5900","51.3000","40.5900","51.3000","40.5900","50.7000","BottomLayer","90","ESD9R3.3ST5G"
"C36","CAP0402","35.9500","28.6700","35.9500","28.6700","35.9500","29.1500","BottomLayer","270","1uF"
"C34","CAP0402","48.0550","56.1000","48.0550","56.1000","47.5750","56.1000","BottomLayer","360","2.2uF 6V3"
"C30","CAP0805","33.8100","34.9684","33.8100","34.9684","32.8600","34.9684","BottomLayer","360","100uF"
"C29","CAP0805","33.8100","32.6684","33.8100","32.6684","32.8600","32.6684","BottomLayer","360","100uF"
"C28","CAP0805","33.8100","37.2300","33.8100","37.2300","32.8600","37.2300","BottomLayer","360","100uF"
"C24","CAP0603","34.6700","46.5800","34.6700","46.5800","34.6700","45.8300","BottomLayer","90","10uF"
"C23","CAP0603","37.0400","44.8400","37.0400","44.8400","36.2900","44.8400","BottomLayer","360","22uF/4V"
"C22","CAP0402","37.6700","46.2200","37.6700","46.2200","38.1500","46.2200","BottomLayer","180","100nF"
"C21","CAP0402","36.7500","38.7800","36.7500","38.7800","37.2300","38.7800","BottomLayer","180","100nF"
"C20","CAP0603","37.0300","40.1400","37.0300","40.1400","37.7800","40.1400","BottomLayer","180","10uF"
"C19","CAP0603","37.2900","37.2500","37.2900","37.2500","38.0400","37.2500","BottomLayer","180","10uF"
"C18","CAP0603","36.2700","42.4900","36.2700","42.4900","36.2700","43.2400","BottomLayer","270","10uF"
"C17","CAP0402","39.6000","55.3600","39.6000","55.3600","39.6000","54.8800","BottomLayer","90","10nF"
"C16","CAP0402","33.6000","77.6200","33.6000","77.6200","34.0800","77.6200","BottomLayer","180","100nF"
"C15","CAP0402","33.2200","65.5600","33.2200","65.5600","33.2200","66.0400","BottomLayer","270","1uF"
"C14","CAP0402","48.0550","58.4000","48.0550","58.4000","47.5750","58.4000","BottomLayer","360","100nF"
"C13","CAP0402","48.0650","57.2500","48.0650","57.2500","47.5850","57.2500","BottomLayer","360","1uF"
"C12","CAP0603","48.3400","59.7700","48.3400","59.7700","47.5900","59.7700","BottomLayer","360","10uF"
"C11","CAP0402","49.3300","70.1600","49.3300","70.1600","49.3300","69.6800","BottomLayer","90","100nF"
"C10","CAP0402","48.0101","35.8400","48.0101","35.8400","48.0101","36.3200","BottomLayer","270","10nF"
"C9","CAP0402","35.6900","77.6200","35.6900","77.6200","35.2100","77.6200","BottomLayer","360","1uF"
"C8","CAP0402","38.3800","77.6200","38.3800","77.6200","38.8600","77.6200","BottomLayer","180","100nF"
"C7","CAP0402","37.0600","72.4700","37.0600","72.4700","36.7206","72.1306","BottomLayer","45","1.2pF"
"C4","CAP0402","36.0600","46.8500","36.0600","46.8500","36.0600","46.3700","BottomLayer","90","100nF"
"C3","CAP0402","33.3700","57.4400","33.3700","57.4400","33.3700","56.9600","BottomLayer","90","1uF"
"C2","CAP0402","39.0800","52.0000","39.0800","52.0000","38.6000","52.0000","BottomLayer","360","470pF"
"C1","CAP0402","34.6600","52.2300","34.6600","52.2300","34.6600","52.7100","BottomLayer","270","33nF"
"U10","LGA-12","68.1000","76.8300","68.1000","76.8300","67.3500","76.0800","BottomLayer","360","LIS2DW12TR"
"C6","CAP0402","71.6100","76.1100","71.6100","76.1100","71.6100","76.5900","BottomLayer","270","100nF"
"C5","CAP0603","70.1901","76.3700","70.1901","76.3700","70.1901","75.6200","BottomLayer","90","10uF"
"A2","SR42I010-L","67.5801","86.3600","67.5801","86.3600","62.5301","82.0600","BottomLayer","180","SR42I010-L"
"TP5","TestPoint:1.2x1.2mm","68.3833","31.0700","68.3833","31.0700","68.3833","31.0700","TopLayer","90","TestPoint"
"TP4","TestPoint:1.2x1.2mm","66.3301","40.2600","66.3301","40.2600","66.3301","40.2600","TopLayer","90","TestPoint"
"TP3","TestPoint:1.2x1.2mm","56.1301","37.1000","56.1301","37.1000","56.1301","37.1000","TopLayer","90","TestPoint"
"TP2","TestPoint:1.2x1.2mm","56.1501","40.5300","56.1501","40.5300","56.1501","40.5300","TopLayer","90","TestPoint"
"A1","MPA-184","64.1347","51.9232","63.0347","50.8232","64.1347","51.9232","TopLayer","0","MPA-184 1594MHz"
"P1","BATTERY_18650_-_SMD_TAB","59.9150","46.9650","61.7500","46.9800","61.7500","11.8800","BottomLayer","180","BAT - 18650"
"C44","CAP0402","61.7300","22.5000","61.7300","22.5000","61.7300","22.0200","BottomLayer","90","100nF"
"C33","CAP0603","68.1350","53.9600","68.1350","53.9600","68.1350","54.7100","BottomLayer","270","4u7/16V"
"U1","S-LGA51","57.7600","56.9100","57.7600","56.9100","55.7600","54.9100","BottomLayer","360","Ublox ZOE-M8B"
"U14","PWSON-6","57.4001","85.7500","57.4001","85.7500","57.9000","85.0500","BottomLayer","180","BQ29700DSET"
"T6","SOT23-3AL","54.3000","83.0500","54.3000","83.0500","55.2700","84.0200","BottomLayer","180","SI2374DS-T1-GE3"
"T5","SOT23-3AL","54.3000","86.2500","54.3000","86.2500","55.2700","87.2200","BottomLayer","180","SI2374DS-T1-GE3"
"R36","RES0402","54.1000","88.3500","54.1000","88.3500","53.6001","88.3500","BottomLayer","360","2.2k"
"R35","RES0402","57.3000","89.3500","57.3001","89.3500","57.8000","89.3500","BottomLayer","180","330R"
"C45","CAP0402","57.3001","88.2500","57.3001","88.2500","56.8201","88.2500","BottomLayer","360","100nF"
"TAB3","WP-SMBU","57.6000","14.8500","57.7100","14.7000","57.6000","14.8500","TopLayer","0","WP-SMBU SMD"
"TAB1","WP-SMBU","68.8001","14.8500","68.6801","14.9200","68.8001","14.8500","TopLayer","0","WP-SMBU SMD"
"U13","SOT23-5","63.1300","46.2500","63.1300","46.2500","61.7800","45.3000","BottomLayer","90","MCP73812T-420I/OT"
"U12","TDFN-8","69.1196","39.1971","69.1196","39.1971","69.8697","37.7471","BottomLayer","180","MCP16311T-E/MNY"
"T4","SOT23-3AL","67.0900","32.0900","67.0900","32.0900","68.0600","33.0600","BottomLayer","180","DMG2302UK-7"
"R34","RES0402","62.8500","22.4900","62.8500","22.4900","62.8500","21.9900","BottomLayer","90","10k"
"R33","RES0402","62.8500","24.5100","62.8500","24.5100","62.8500","24.0100","BottomLayer","90","165k"
"R32","RES0402","69.9900","30.9500","69.9900","30.9500","70.4900","30.9500","BottomLayer","180","100k"
"R31","RES0402","69.9900","32.0500","69.9900","32.0500","70.4900","32.0500","BottomLayer","180","100R"
"R30","RES0402","63.3150","39.9011","63.3150","39.9011","62.8150","39.9011","BottomLayer","360","10k"
"R29","RES0402","64.4600","43.6100","64.4600","43.6100","64.4600","43.1100","BottomLayer","90","2k"
"R28","RES0402","63.7900","41.4900","63.7900","41.4900","63.7900","40.9900","BottomLayer","90","52.3k"
"R27","RES0402","65.0900","33.2900","65.0900","33.2900","65.0900","32.7900","BottomLayer","90","10k"
"L6","SRN5020TA","68.2300","45.3300","68.2300","45.3300","70.0300","45.3300","BottomLayer","180","SRN5020TA-220M"
"F1","FUSE0603","66.0600","27.5300","66.0600","27.5300","66.9600","27.5300","BottomLayer","180","750mA"
"D4","DO-214AC_(SMA)","65.1801","23.1000","65.1800","23.1000","65.1801","21.1350","BottomLayer","90","SMAJ28A"
"D3","MB1S","70.3500","24.2500","70.3500","24.2500","69.0800","27.5000","BottomLayer","0","MB1S"
"C43","CAP0402","67.6000","29.7500","67.6001","29.7500","68.0800","29.7500","BottomLayer","180","1uF"
"C42","CAP0603","65.2697","40.8871","65.2697","40.8871","65.2697","40.1371","BottomLayer","90","10uF"
"C41","CAP0603","66.8497","40.8671","66.8497","40.8671","66.8497","40.1171","BottomLayer","90","10uF"
"C40","CAP0402","63.2100","43.6300","63.2100","43.6300","63.2100","43.1500","BottomLayer","90","1uF"
"C39","CAP0402","71.2900","41.1900","71.2900","41.1900","71.2900","40.7100","BottomLayer","90","100nF"
"C32","CAP0805","66.5096","36.9171","66.5096","36.9171","66.5096","37.8671","BottomLayer","270","10uF /35V"
"C31","CAP0805","64.2797","36.9071","64.2797","36.9071","64.2797","37.8571","BottomLayer","270","10uF /35V"
"U4","Lora_Module_ES0","63.8505","66.1919","63.6303","66.4500","71.1362","65.1313","BottomLayer","135","CMWX1ZZABZ"
"X1","9HT11","59.0068","60.0000","59.0068","60.0000","59.7068","60.0000","BottomLayer","180","9HT11-32.768KEZC-T"
"U9","SOT23-3AL","59.4600","28.1800","59.4600","28.1800","58.4900","29.1500","BottomLayer","270","DRV5032FBDBZR"
"U8","VDFN_2x2","70.0850","54.0400","70.0850","54.0400","69.3350","55.0900","BottomLayer","360","MCP1810T"
"U7","WLP-6","56.1900","42.4900","56.1900","42.4900","56.3900","42.0900","BottomLayer","90","MAX38640AENT+"
"U6","DSBGA-6","54.8901","71.8500","54.8901","71.8500","55.2900","71.6500","BottomLayer","90","LMH2110TMX"
"U5","HHM22106C1","55.7800","69.8400","55.7800","69.8400","56.2800","70.3900","BottomLayer","270","HHM22106C1"
"U3","QFN-12","58.8521","75.2503","58.8521","75.2500","57.8900","74.7500","BottomLayer","90","PE64102"
"U2","uDFN-6","57.5600","53.6000","57.5600","53.6000","57.8600","54.1000","BottomLayer","270","MAX2659"
"T3","VMT6","55.8401","75.5300","55.8401","75.5300","55.3401","75.1000","BottomLayer","90","VT6M1T2CR"
"T2","VMT6","72.0501","33.6300","72.0501","33.6300","72.4801","33.1300","BottomLayer","180","VT6M1T2CR"
"T1","SOT-563","56.1301","61.2400","56.1301","61.2400","55.6301","61.9150","BottomLayer","360","NTZD3154NT1G"
"R25","RES0402","55.7700","44.0300","55.7700","44.0300","56.2700","44.0300","BottomLayer","180","768k"
"R24","RES0402","55.4500","40.9300","55.4500","40.9300","54.9501","40.9300","BottomLayer","360","1M"
"R23","RES0402","55.9401","39.3700","55.9401","39.3700","55.9401","38.8700","BottomLayer","90","100R"
"R22","RES0402","54.4200","76.0400","54.4200","76.0400","54.4200","76.5400","BottomLayer","270","100k"
"R21","RES0402","54.4200","74.0300","54.4200","74.0300","54.4200","73.5300","BottomLayer","90","100R"
"R20","RES0402","56.0000","74.0000","56.0001","74.0000","56.5000","74.0000","BottomLayer","180","100k"
"R19","RES0402","54.3200","69.3400","54.3200","69.3400","54.3200","69.8400","BottomLayer","270","50R"
"R18","RES0402","71.1201","71.7400","71.1201","71.7400","70.6201","71.7400","BottomLayer","360","10k"
"R17","RES0402","69.1800","71.7000","69.1800","71.7000","69.1800","72.2000","BottomLayer","270","10k"
"R16","RES0402","72.7500","31.7900","72.7500","31.7900","72.7500","31.2900","BottomLayer","90","100k"
"R15","RES0402","70.4401","35.8500","70.4401","35.8500","70.4401","36.3500","BottomLayer","270","390R"
"R14","RES0402","71.6500","31.7900","71.6500","31.7900","71.6500","31.2900","BottomLayer","90","100R"
"R13","RES0402","72.0401","35.3200","72.0401","35.3200","72.5401","35.3200","BottomLayer","180","100k"
"R12","RES0402","70.4401","33.6300","70.4401","33.6300","70.4401","34.1300","BottomLayer","270","220R"
"R11","RES0402","69.0700","73.8100","69.0700","73.8100","69.0700","73.3100","BottomLayer","90","10k"
"R10","RES0402","70.1901","73.8100","70.1901","73.8100","70.1901","73.3100","BottomLayer","90","10k"
"R9","RES0402","55.1400","26.9200","55.1400","26.9200","55.1400","27.4200","BottomLayer","270","100R"
"R8","RES0402","56.1200","62.8300","56.1201","62.8300","56.6200","62.8300","BottomLayer","180","100k"
"R7","RES0402","57.6200","61.7100","57.6200","61.7100","57.6200","62.2100","BottomLayer","270","100k"
"R6","RES0402","54.6401","60.7000","54.6401","60.7000","54.6401","60.2000","BottomLayer","90","100k"
"R5","RES0402","54.6401","63.2800","54.6401","63.2800","54.6401","63.7800","BottomLayer","270","100k"
"R4","RES0402","58.9500","47.3300","58.9500","47.3300","59.4500","47.3300","BottomLayer","180","100k"
"R3","RES0402","55.9201","53.8000","55.9201","53.8000","55.4201","53.8000","BottomLayer","360","100k"
"R2","RES0402","60.9001","57.4000","60.9001","57.4000","60.9001","56.9000","BottomLayer","90","100R"
"R1","RES0402","56.4500","50.6700","56.4500","50.6700","55.9501","50.6700","BottomLayer","360","0R"
"L5","IND2.3X1.7","59.6200","42.4900","59.6200","42.4900","59.6200","41.6900","BottomLayer","90","2.2uH"
